date,serial_number,failure,smart_5_raw,smart_187_raw,smart_188_raw,smart_197_raw,smart_198_raw
2016/1/2,Z3024V73,0,0,0,0,0,0
2016/1/3,Z300GYN1,0,0,0,0,0,0
2016/1/3,S3007K7N,1,0,0,0,0,0
2016/1/3,W300C8F6,1,0,3,4295032833,8,8
2016/1/3,Z304JD7V,1,0,1,0,0,0
2016/1/3,Z3025K64,1,0,0,0,40,40
2016/1/3,W300BSKD,1,0,0,1,0,0
2016/1/3,Z30054Q5,1,0,0,0,0,0
2016/1/3,Z300X7EZ,1,28,0,0,28,28
2016/1/3,Z3015CR3,1,0,0,0,0,0
2016/1/3,Z300V4L2,0,0,0,0,0,0
2016/1/3,Z303RK24,1,1,65535,0,7,7
2016/1/3,S300Z5VB,0,0,0,0,0,0
2016/1/3,Z300WGAW,1,0,0,0,24,24
2016/1/3,Z300GZ1N,1,0,0,0,0,0
2016/1/3,Z30149MD,0,0,0,0,0,0
2016/1/4,Z3015CR3,1,0,0,0,0,0
2016/1/4,Z305B6Z4,0,0,0,0,0,0
2016/1/4,W300BPHD,0,0,0,0,0,0
2016/1/4,Z30111E7,0,0,0,0,0,0
2016/1/4,Z300X7EZ,1,28,0,0,28,28
2016/1/4,W300T2Q0,0,0,0,0,0,0
2016/1/4,Z304HTF7,0,0,0,0,0,0
2016/1/4,Z300GZ1N,1,0,0,0,0,0
2016/1/4,Z303RK24,1,1,65535,0,7,7
2016/1/4,S3007K7N,1,0,0,0,0,0
2016/1/4,Z30177M6,0,0,0,0,0,0
2016/1/4,Z300WGAW,1,0,0,0,24,24
2016/1/4,W300BSKD,1,0,0,1,0,0
2016/1/4,Z300ZQYJ,1,400,0,0,32,32
2016/1/4,Z304JD7V,1,8,4,0,0,0
2016/1/4,Z304HT8H,1,0,0,0,0,0
2016/1/4,Z300NK93,1,32,9,0,0,0
2016/1/4,W300C8F6,1,0,3,4295032833,8,8
2016/1/4,Z300NEXH,0,0,0,0,0,0
2016/1/5,W300C8F6,1,0,3,4295032833,8,8
2016/1/5,W300K14C,0,0,0,0,0,0
2016/1/5,S300YQTW,0,0,0,0,0,0
2016/1/5,S300Z5F4,0,0,0,0,0,0
2016/1/5,Z3015CL4,0,0,0,0,0,0
2016/1/5,Z300ZTKV,0,0,0,0,0,0
2016/1/5,Z303RK24,1,1,65535,0,7,7
2016/1/5,Z300GZ1N,1,0,0,0,0,0
2016/1/5,Z304GR9H,1,0,18,0,8,8
2016/1/5,Z3014A5Y,0,0,0,0,0,0
2016/1/5,Z300ZQYJ,1,400,0,0,32,32
2016/1/5,Z302B0ZW,0,0,0,0,0,0
2016/1/5,W300D36Z,1,0,0,0,8,8
2016/1/5,S301LBCC,0,0,0,0,0,0
2016/1/5,Z300GPWN,0,0,0,0,0,0
2016/1/5,Z3015CR3,1,0,0,0,0,0
2016/1/5,Z300X7EZ,1,28,0,0,28,28
2016/1/5,Z3029GT3,0,0,1,0,0,0
2016/1/5,W300BSKD,1,0,0,1,0,0
2016/1/5,Z304KAHY,0,0,0,0,0,0
2016/1/5,W300H36V,1,0,0,0,8,8
2016/1/5,S301GMWP,0,0,0,0,0,0
2016/1/5,S300XBH0,0,0,0,0,0,0
2016/1/5,Z300WGAW,1,0,0,0,32,32
2016/1/5,Z300NK93,1,32,9,0,0,0
2016/1/5,Z304HT8H,1,0,0,0,0,0
2016/1/6,W300BSKD,1,0,0,1,0,0
2016/1/6,W300D36Z,1,0,0,0,8,8
2016/1/6,S301NJ7F,0,0,0,0,0,0
2016/1/6,Z304HT8H,1,0,0,0,0,0
2016/1/6,Z304GHP3,0,0,0,0,0,0
2016/1/6,Z300GZ1N,1,0,0,0,0,0
2016/1/6,S301NBST,0,0,0,0,0,0
2016/1/6,Z3015CR3,1,0,0,0,0,0
2016/1/6,S3010BCL,0,0,0,0,0,0
2016/1/6,S301PS5R,0,0,0,0,0,0
2016/1/6,Z304GR9H,1,0,18,0,8,8
2016/1/6,Z303RK24,1,1,65535,0,7,7
2016/1/6,Z300ZQYJ,1,408,0,0,32,32
2016/1/6,Z300NK93,1,32,9,0,0,0
2016/1/6,Z300WGAW,1,0,0,0,32,32
2016/1/6,Z300X7EZ,1,28,0,0,28,28
2016/1/6,W300C8F6,1,0,3,4295032833,8,8
2016/1/6,W300H36V,1,0,0,0,24,24
2016/1/6,S300YPSL,0,0,0,0,0,0
2016/1/6,Z302EQEQ,0,0,0,0,0,0
2016/1/6,Z302T7YY,0,0,0,0,0,0
2016/1/7,W300H36V,1,0,0,0,24,24
2016/1/7,Z3041L93,1,0,0,0,0,0
2016/1/7,Z300ZQYJ,1,408,0,0,32,32
2016/1/7,Z304JH4B,0,0,0,0,0,0
2016/1/7,W30068RN,1,0,0,0,16,16
2016/1/7,S30112SG,0,0,0,0,0,0
2016/1/7,Z304HT8H,1,0,0,0,0,0
2016/1/7,W300D36Z,1,0,0,0,8,8
2016/1/7,Z3014A4S,1,0,0,0,16,16
2016/1/7,Z300YV8C,0,0,0,3,0,0
2016/1/7,S300Z7S3,0,0,0,0,0,0
2016/1/7,Z300NK93,1,32,9,0,0,0
2016/1/7,Z300CLJQ,0,0,0,0,0,0
2016/1/7,Z300P99L,1,0,0,0,16,16
2016/1/7,Z3016SP1,1,0,0,0,24,24
2016/1/7,Z304GR9H,1,0,18,0,8,8
2016/1/7,Z302E9ZW,0,0,0,0,0,0
2016/1/8,Z300P99L,1,0,0,0,32,32
2016/1/8,Z3029AM8,0,0,0,0,0,0
2016/1/8,Z3014A4S,1,0,0,0,32,32
2016/1/8,Z3013TQV,1,0,0,0,0,0
2016/1/8,Z304KCYT,0,0,0,0,0,0
2016/1/8,W300D36Z,1,0,6,0,0,0
2016/1/8,Z300XE6A,1,0,0,0,0,0
2016/1/8,W30068RN,1,0,0,0,40,40
2016/1/8,Z304GXL0,0,0,0,0,0,0
2016/1/8,Z302EPCN,0,0,0,0,0,0
2016/1/8,Z304GR9H,1,0,18,0,8,8
2016/1/8,Z3010BKK,0,0,0,0,0,0
2016/1/8,W300H36V,1,0,0,0,64,64
2016/1/8,S30085DP,0,0,0,0,0,0
2016/1/8,Z3041L93,1,0,0,0,0,0
2016/1/8,Z3016SP1,1,0,0,0,24,24
2016/1/9,Z3059HPZ,0,0,0,0,0,0
2016/1/9,Z3014A4S,1,0,0,0,32,32
2016/1/9,W30068RN,1,0,0,0,40,40
2016/1/9,Z3041L93,1,0,0,0,0,0
2016/1/9,Z302FE0H,0,0,0,0,0,0
2016/1/9,Z3013TQV,1,0,0,0,0,0
2016/1/9,Z300PAH6,0,0,0,0,0,0
2016/1/9,Z3016SP1,1,0,0,0,24,24
2016/1/9,Z300XE6A,1,0,0,0,0,0
2016/1/9,S30116TV,0,0,0,0,0,0
2016/1/9,Z300NPMS,0,0,0,0,0,0
2016/1/9,Z304HSCX,0,0,0,0,0,0
2016/1/9,Z302A0PG,0,0,0,0,0,0
2016/1/9,Z304L82L,0,0,0,0,0,0
2016/1/9,Z302ET7N,0,0,0,0,0,0
2016/1/9,S300Z75E,0,0,0,0,0,0
2016/1/9,Z3015Y4D,0,0,0,0,0,0
2016/1/9,Z303EKX1,0,0,0,0,0,0
2016/1/9,Z302B0RL,0,0,0,0,0,0
2016/1/9,Z300P99L,1,0,0,0,32,32
2016/1/9,Z302FZTY,1,0,0,0,8,8
2016/1/9,Z302CWNZ,0,0,0,0,0,0
2016/1/10,Z304JW14,0,0,0,0,0,0
2016/1/10,S301MKDN,0,0,0,0,0,0
2016/1/10,Z300PMK8,1,0,0,0,0,0
2016/1/10,Z3014A4S,1,32,0,0,72,72
2016/1/10,Z302FZTY,1,0,0,0,8,8
2016/1/10,Z3040EDS,0,0,0,0,0,0
2016/1/10,Z302SYW7,0,0,0,0,0,0
2016/1/10,Z3029FG7,1,0,26,0,0,0
2016/1/10,W30068RN,1,0,0,0,40,40
2016/1/10,Z300GPH9,1,0,0,0,16,16
2016/1/10,Z302G5F6,1,0,0,2,0,0
2016/1/10,Z300XE6A,1,0,0,0,0,0
2016/1/10,Z300P99L,1,0,0,0,32,32
2016/1/10,Z302AKVJ,1,0,0,0,0,0
2016/1/10,Z3016SP1,1,0,0,0,24,24
2016/1/10,Z3041L93,1,0,6,0,0,0
2016/1/10,Z3013TQV,1,0,0,0,0,0
2016/1/11,Z30270R9,0,0,0,0,0,0
2016/1/11,Z3013TQV,1,0,0,0,0,0
2016/1/11,Z300XE6A,1,0,0,0,0,0
2016/1/11,Z3026Q1N,0,0,0,0,0,0
2016/1/11,Z302AKVJ,1,0,0,0,16,16
2016/1/11,Z300PMK8,1,0,0,0,0,0
2016/1/11,Z302G5F6,1,0,0,2,0,0
2016/1/11,Z3029FG7,1,0,26,0,0,0
2016/1/11,Z300GPH9,1,0,0,0,16,16
2016/1/11,Z303ESFT,0,0,0,0,0,0
2016/1/11,Z302SXGA,0,0,0,0,0,0
2016/1/11,Z304TBRS,0,0,0,0,0,0
2016/1/11,S301PTL2,0,0,0,0,0,0
2016/1/11,Z3041DQ2,0,0,0,0,0,0
2016/1/11,Z302FZTY,1,0,0,0,8,8
2016/1/11,Z300X2TA,0,0,0,0,0,0
2016/1/12,Z300GPH9,1,0,0,0,272,272
2016/1/12,Z302FZTY,1,0,0,0,8,8
2016/1/12,Z300PMK8,1,0,0,0,0,0
2016/1/12,Z3016R9W,1,0,0,0,8,8
2016/1/12,Z302AKVJ,1,0,0,0,16,16
2016/1/12,Z300ZKE5,0,0,0,0,0,0
2016/1/12,Z3040HJ0,0,0,0,1,0,0
2016/1/12,Z300KCMM,1,0,0,0,24,24
2016/1/12,Z300CQXA,0,0,0,0,0,0
2016/1/12,Z304HSDY,0,0,0,0,0,0
2016/1/12,Z3029FG7,1,0,26,0,0,0
2016/1/12,Z300GQBH,0,0,0,0,0,0
2016/1/12,S301NB23,0,0,0,0,0,0
2016/1/12,Z30251LP,0,0,0,1,0,0
2016/1/12,Z302G5F6,1,0,0,2,32,32
2016/1/13,Z3016R9W,1,0,0,0,8,8
2016/1/13,Z300PMK8,1,0,0,0,0,0
2016/1/13,Z302B125,0,0,0,0,0,0
2016/1/13,Z300GPH9,1,0,0,0,360,360
2016/1/13,Z300ZTC2,0,0,0,0,0,0
2016/1/13,Z300KCMM,1,0,0,0,24,24
2016/1/13,Z304SZJ8,0,0,0,0,0,0
2016/1/13,Z302AKVJ,1,0,0,0,88,88
2016/1/13,Z302G5F6,1,0,0,2,32,32
2016/1/13,Z3029FG7,1,0,27,0,0,0
2016/1/13,S300Z5WW,0,0,0,0,0,0
2016/1/13,Z3016L1T,0,0,0,0,0,0
2016/1/13,S300XQWB,0,0,0,0,0,0
2016/1/13,Z30149VK,0,0,0,0,0,0
2016/1/13,Z3025Y0V,0,0,0,0,0,0
2016/1/13,Z300W28K,0,0,0,0,0,0
2016/1/14,Z30178YB,0,0,0,0,0,0
2016/1/14,Z305ASDK,0,0,0,0,0,0
2016/1/14,Z304HR08,0,0,0,0,0,0
2016/1/14,Z3015L3A,0,0,0,0,0,0
2016/1/14,S300Z5NM,0,0,0,0,0,0
2016/1/14,Z3029GXW,0,0,0,0,0,0
2016/1/14,Z300ZST1,1,0,0,1,8,8
2016/1/14,Z304J0T6,0,0,0,0,0,0
2016/1/14,W300BNW1,1,0,0,0,0,0
2016/1/14,Z30177ZE,1,0,0,0,16,16
2016/1/14,Z3014P58,1,0,0,16,0,0
2016/1/14,Z302511Z,1,0,0,0,0,0
2016/1/14,Z300KCMM,1,0,0,0,24,24
2016/1/14,Z3016R9W,1,0,0,0,8,8
2016/1/15,Z30177ZE,1,0,0,0,24,24
2016/1/15,S300VLN0,0,0,0,0,0,0
2016/1/15,S300Z0SV,0,0,0,0,0,0
2016/1/15,S30115CQ,0,0,0,0,0,0
2016/1/15,Z3016S3X,0,0,0,2,0,0
2016/1/15,Z300ZST1,1,0,0,1,8,8
2016/1/15,Z304KR12,0,0,0,0,0,0
2016/1/15,S300XSAN,0,0,0,0,0,0
2016/1/15,W300BNW1,1,0,0,0,0,0
2016/1/15,Z300WJR4,0,0,0,0,0,0
2016/1/15,Z300PLA3,0,0,0,0,0,0
2016/1/15,Z3016R9W,1,0,0,0,8,8
2016/1/15,Z303ZWQS,1,0,12,0,0,0
2016/1/15,Z300KCMM,1,0,0,0,32,32
2016/1/15,Z302511Z,1,0,0,0,0,0
2016/1/15,Z3014P58,1,0,0,16,8,8
2016/1/16,Z300ZST1,1,8,1,1,16,16
2016/1/16,Z3014P58,1,0,1,16,8,8
2016/1/16,Z302511Z,1,0,0,0,16,16
2016/1/16,Z303ZWQS,1,0,12,0,0,0
2016/1/16,W300SSCN,1,0,0,0,0,0
2016/1/16,Z30177ZE,1,0,6,0,16,16
2016/1/16,W300R7RJ,1,0,0,0,24,24
2016/1/16,Z3040DVP,1,0,0,0,8,8
2016/1/16,Z302AKLA,0,0,0,0,0,0
2016/1/16,S30117GN,0,0,0,0,0,0
2016/1/16,Z302SWYG,0,0,0,0,0,0
2016/1/16,Z3015DAD,0,0,0,0,0,0
2016/1/16,Z302E66L,0,0,0,5,0,0
2016/1/16,Z302FCVW,0,0,0,0,0,0
2016/1/16,W300BNW1,1,0,0,0,0,0
2016/1/16,Z302BT5C,0,0,0,0,0,0
2016/1/16,Z304JKNW,0,0,0,0,0,0
2016/1/16,Z3015L5K,0,0,0,0,0,0
2016/1/17,Z302SWA2,0,0,0,0,0,0
2016/1/17,Z300MHJ0,0,0,0,0,0,0
2016/1/17,Z302FRJW,0,0,0,0,0,0
2016/1/17,Z3014PRB,0,0,0,0,0,0
2016/1/17,Z3024W2C,1,0,0,0,0,0
2016/1/17,Z3040DVP,1,0,0,0,8,8
2016/1/17,Z302EP7C,0,0,0,2,0,0
2016/1/17,Z300ZST1,1,8,1,1,16,16
2016/1/17,W300SSCN,1,0,0,0,0,0
2016/1/17,W300R7RJ,1,0,0,0,32,32
2016/1/17,W300CY5P,0,0,0,0,0,0
2016/1/17,W300BNW1,1,0,0,0,0,0
2016/1/17,Z30177ZE,1,0,12,0,0,0
2016/1/17,Z303ZWQS,1,0,12,0,0,0
2016/1/17,Z304KBY9,0,0,0,0,0,0
2016/1/17,Z302AKS1,1,0,0,0,0,0
2016/1/17,W300A6X7,0,0,0,0,0,0
2016/1/17,Z3015CEW,1,0,0,0,0,0
2016/1/17,Z3014P58,1,0,1,16,8,8
2016/1/17,Z300KN1M,0,0,0,0,0,0
2016/1/17,Z3024VZC,0,0,0,0,0,0
2016/1/17,Z3025BT6,0,0,0,0,0,0
2016/1/17,Z302511Z,1,160,0,0,40,40
2016/1/18,S300WFNP,0,0,0,0,0,0
2016/1/18,Z3040DVP,1,0,0,0,8,8
2016/1/18,Z302T8AB,0,0,0,0,0,0
2016/1/18,Z3014PTT,0,0,0,1,0,0
2016/1/18,Z3024W2C,1,0,0,0,0,0
2016/1/18,Z300GYT0,0,0,0,0,0,0
2016/1/18,Z304HQHQ,0,0,0,0,0,0
2016/1/18,Z303ZWQS,1,0,14,0,0,0
2016/1/18,S3010ZRE,0,0,0,0,0,0
2016/1/18,W300BGTV,0,0,0,0,0,0
2016/1/18,W300SSCN,1,0,0,0,0,0
2016/1/18,W300R7RJ,1,0,0,0,32,32
2016/1/18,Z302AKS1,1,0,0,0,0,0
2016/1/18,Z3015CEW,1,0,0,0,0,0
2016/1/19,Z3015CEW,1,0,0,0,0,0
2016/1/19,Z3040DVP,1,0,0,0,8,8
2016/1/19,S301162N,0,0,0,0,0,0
2016/1/19,W300R7RJ,1,0,18,0,40,40
2016/1/19,Z302AKS1,1,0,0,0,0,0
2016/1/19,W300JN9B,0,0,0,0,0,0
2016/1/19,Z300YV55,0,0,0,0,0,0
2016/1/19,Z3025YZ7,0,0,0,0,0,0
2016/1/19,W300CTT5,1,0,7,17,16,16
2016/1/19,W300SSCN,1,0,0,0,0,0
2016/1/19,Z300XCRE,0,0,0,0,0,0
2016/1/19,S300Z5F0,0,0,0,0,0,0
2016/1/19,Z300H42K,0,0,0,0,0,0
2016/1/19,Z3024W2C,1,0,0,0,0,0
2016/1/19,S300Z76T,0,0,0,0,0,0
2016/1/20,Z302T8WL,0,0,0,0,0,0
2016/1/20,Z300NRJT,0,0,0,0,0,0
2016/1/20,Z3041JV1,0,0,0,0,0,0
2016/1/20,Z302AYP0,0,0,0,0,0,0
2016/1/20,Z304JMDW,0,0,0,0,0,0
2016/1/20,Z300WD6W,0,0,0,0,0,0
2016/1/20,Z302AKS1,1,0,0,0,0,0
2016/1/20,Z305D3EW,0,0,0,0,0,0
2016/1/20,Z3015CEW,1,0,0,0,0,0
2016/1/20,W300CTT5,1,0,7,17,24,24
2016/1/20,Z305AP84,0,0,0,0,0,0
2016/1/20,Z304JGGF,0,0,0,0,0,0
2016/1/20,Z3024W2C,1,0,0,0,16,16
2016/1/21,Z3026PQ2,0,0,0,0,0,0
2016/1/21,S300M9XH,0,0,0,0,0,0
2016/1/21,Z305BHT5,0,0,0,0,0,0
2016/1/21,S300Z4Y8,0,0,0,0,0,0
2016/1/21,Z3029BA6,0,0,0,0,0,0
2016/1/21,Z300MHQS,0,0,0,0,0,0
2016/1/21,Z3015F8S,0,0,0,0,0,0
2016/1/21,Z3027H4N,0,0,0,0,0,0
2016/1/21,Z301789D,1,0,2,0,8,8
2016/1/21,W300CTT5,1,0,7,17,32,32
2016/1/21,Z3010AN4,1,0,0,0,8,8
2016/1/21,S300Z65Q,0,0,0,0,0,0
2016/1/22,Z3006VN2,1,4008,0,0,0,0
2016/1/22,W300CTT5,1,0,7,17,32,32
2016/1/22,Z302B0WW,1,0,0,0,16,16
2016/1/22,Z3010AN4,1,0,0,0,8,8
2016/1/22,Z301789D,1,0,2,0,8,8
2016/1/22,Z304HR6F,1,0,2,0,8,8
2016/1/22,Z304KBQF,0,0,0,0,0,0
2016/1/22,S300XBRR,0,0,0,0,0,0
2016/1/22,Z302592V,0,0,0,0,0,0
2016/1/22,S300VL8K,0,0,0,0,0,0
2016/1/22,S300WESH,0,0,0,0,0,0
2016/1/22,Z304SZ9G,0,0,0,0,0,0
2016/1/22,Z304JPPZ,0,0,0,0,0,0
2016/1/23,Z3006VN2,1,4008,0,0,0,0
2016/1/23,S301147M,1,0,0,0,8,8
2016/1/23,Z3010TF8,1,0,0,0,0,0
2016/1/23,Z304HR6F,1,0,2,0,16,16
2016/1/23,Z3055R6G,1,0,0,0,0,0
2016/1/23,Z300W356,1,0,3,0,0,0
2016/1/23,Z303QR0C,0,0,0,0,0,0
2016/1/23,S300XC6B,0,0,0,0,0,0
2016/1/23,Z304KBYZ,0,0,0,0,0,0
2016/1/23,Z302B0WW,1,0,0,0,16,16
2016/1/23,Z3016PPG,0,0,0,0,0,0
2016/1/23,Z301789D,1,0,2,0,8,8
2016/1/23,Z3029ZSA,1,8,2,0,0,0
2016/1/23,Z304KCJT,0,0,0,0,0,0
2016/1/23,Z3010AN4,1,0,0,0,8,8
2016/1/23,Z304HTYE,0,0,0,0,0,0
2016/1/23,Z302AKSF,0,0,0,0,0,0
2016/1/23,Z3041DF8,0,0,0,0,0,0
2016/1/23,Z3025PXW,0,0,0,0,0,0
2016/1/23,Z30259D3,0,0,0,1,0,0
2016/1/24,Z3029ZSA,1,8,2,0,0,0
2016/1/24,Z301789D,1,0,2,0,8,8
2016/1/24,Z3006VN2,1,4024,0,0,0,0
2016/1/24,Z3010TF8,1,0,0,0,0,0
2016/1/24,Z3010AN4,1,0,0,0,32,32
2016/1/24,Z304HR6F,1,0,2,0,16,16
2016/1/24,Z3055R6G,1,0,0,0,0,0
2016/1/24,Z30250GF,1,0,0,0,0,0
2016/1/24,Z300W356,1,0,3,0,0,0
2016/1/24,S301147M,1,0,0,0,8,8
2016/1/24,Z302B0WW,1,0,8,0,8,8
2016/1/24,Z3016RRE,0,0,0,0,0,0
2016/1/24,S300CP5E,0,0,0,0,0,0
2016/1/24,Z3025LY3,0,0,0,0,0,0
2016/1/24,Z3020XJH,0,0,0,0,0,0
2016/1/24,W300R75X,0,0,0,0,0,0
2016/1/24,S301NGZ8,0,0,0,0,0,0
2016/1/24,Z300PAS0,0,0,0,4295032833,0,0
2016/1/24,Z3029FXD,0,0,0,0,0,0
2016/1/24,Z302T6XV,0,0,0,0,0,0
2016/1/24,Z304HK9B,0,0,0,0,0,0
2016/1/24,Z302SR04,0,0,0,0,0,0
2016/1/25,Z304HR6F,1,0,2,0,16,16
2016/1/25,Z3025XXD,1,0,0,0,24,24
2016/1/25,Z300W356,1,0,3,0,0,0
2016/1/25,Z302B0WW,1,0,8,0,8,8
2016/1/25,Z304JGBM,0,0,0,0,0,0
2016/1/25,Z3010TF8,1,0,0,0,0,0
2016/1/25,Z30149P3,1,0,0,0,16,16
2016/1/25,Z30250GF,1,0,0,0,0,0
2016/1/25,S30112PT,0,0,0,0,0,0
2016/1/25,S301147M,1,0,0,0,8,8
2016/1/25,S30113C9,0,0,0,0,0,0
2016/1/25,Z302BYY1,0,0,0,0,0,0
2016/1/25,Z3029ZSA,1,8,2,0,0,0
2016/1/25,W300892V,0,0,0,0,0,0
2016/1/25,Z302SYY7,0,0,0,0,0,0
2016/1/25,S30111N6,0,0,0,0,0,0
2016/1/25,Z302592W,0,0,0,0,0,0
2016/1/25,Z302SY6W,0,0,0,0,0,0
2016/1/25,Z3059KH6,0,0,0,0,0,0
2016/1/25,S300XAWB,0,0,0,0,0,0
2016/1/25,Z3006VN2,1,4056,0,0,0,0
2016/1/26,Z3010TF8,1,0,0,0,0,0
2016/1/26,Z30149P3,1,0,0,0,16,16
2016/1/26,Z30250GF,1,0,0,0,0,0
2016/1/26,Z304JGBG,0,0,0,0,0,0
2016/1/26,S301147M,1,0,0,0,8,8
2016/1/26,Z302SZNT,0,0,0,0,0,0
2016/1/26,Z3025XXD,1,0,0,0,24,24
2016/1/26,Z3029ZSA,1,8,3,0,0,0
2016/1/26,Z300W356,1,0,3,0,0,0
2016/1/26,Z304AMVH,0,0,0,0,0,0
2016/1/26,S300ZQAN,0,0,0,0,0,0
2016/1/27,W300KKG0,0,0,0,0,0,0
2016/1/27,Z30149P3,1,0,0,0,24,24
2016/1/27,Z30250GF,1,0,0,0,0,0
2016/1/27,Z3025XXD,1,0,0,0,24,24
2016/1/27,Z302A10G,0,0,0,2,0,0
2016/1/27,Z300W303,0,8,0,0,0,0
2016/1/27,Z304HKBY,0,0,0,0,0,0
2016/1/27,Z3025D4V,0,0,0,0,0,0
2016/1/27,Z304HSFN,0,0,0,0,0,0
2016/1/27,Z304HKBT,0,0,0,0,0,0
2016/1/27,Z3010T95,0,0,0,0,0,0
2016/1/27,Z3015JN7,0,0,0,0,0,0
2016/1/27,Z301CEY0,0,0,0,0,0,0
2016/1/27,Z3057Q7K,0,0,0,0,0,0
2016/1/27,Z3036T1G,0,0,0,0,0,0
2016/1/27,Z3025LKP,0,0,0,0,0,0
2016/1/27,Z304KCWH,0,0,0,0,0,0
2016/1/28,Z3015LKX,0,0,0,0,0,0
2016/1/28,S300Z40E,0,0,0,0,8,8
2016/1/28,Z3021PCM,0,0,0,0,0,0
2016/1/28,W300697P,0,0,0,0,0,0
2016/1/28,S300YQT7,0,0,0,0,0,0
2016/1/28,Z3025PGG,0,0,0,0,0,0
2016/1/28,Z3025M3T,1,0,0,0,16,16
2016/1/28,Z304JWJY,0,0,0,0,0,0
2016/1/28,Z305AQFS,0,0,0,0,0,0
2016/1/28,Z3025Z3Q,1,0,0,0,8,8
2016/1/28,Z3025XXD,1,0,0,0,24,24
2016/1/28,Z3015LFQ,0,0,0,0,0,0
2016/1/28,Z300ZQZB,0,0,0,0,0,0
2016/1/28,Z30149P3,1,0,0,0,24,24
2016/1/29,W300KNNX,0,0,0,0,0,0
2016/1/29,S300Z49J,1,0,0,0,0,0
2016/1/29,Z300PBKN,1,0,0,0,24,24
2016/1/29,Z3015J07,1,0,1,0,24,24
2016/1/29,Z3025M3T,1,0,0,0,16,16
2016/1/29,Z300PCBK,1,0,0,0,0,0
2016/1/29,Z300GZDD,1,0,0,0,32,32
2016/1/29,Z302BYQQ,1,0,0,0,48,48
2016/1/29,S301NWZ6,0,0,0,0,0,0
2016/1/29,Z3025Z3Q,1,0,0,0,32,32
2016/1/29,S300VLGG,0,0,0,0,0,0
2016/1/29,Z302699Q,0,0,0,0,0,0
2016/1/29,W300A8E7,0,0,0,0,0,0
2016/1/29,Z300MPZ1,0,0,0,0,0,0
2016/1/30,Z300PCBK,1,0,0,0,0,0
2016/1/30,Z300GZDD,1,0,0,0,32,32
2016/1/30,Z302BYQQ,1,0,0,0,48,48
2016/1/30,Z3025Z3Q,1,0,0,0,40,40
2016/1/30,W300935A,1,0,0,0,0,0
2016/1/30,W30074QA,1,0,0,0,0,0
2016/1/30,Z304457B,0,0,0,0,0,0
2016/1/30,W300SP2A,0,0,0,0,0,0
2016/1/30,W300SZT6,0,0,0,0,0,0
2016/1/30,S300F08Z,0,0,0,0,0,0
2016/1/30,Z3025M3T,1,0,0,0,16,16
2016/1/30,S301NPB4,0,0,0,0,0,0
2016/1/30,Z3014B5C,0,0,0,0,0,0
2016/1/30,Z3016SFX,0,0,0,0,0,0
2016/1/30,S30106DK,0,0,0,0,0,0
2016/1/30,Z3015J07,1,0,1,0,24,24
2016/1/30,Z305E1RL,0,0,0,0,0,0
2016/1/30,Z300PBKN,1,0,0,0,24,24
2016/1/30,S300Z49J,1,0,0,0,0,0
2016/1/30,Z3025230,1,1792,0,0,24,24
2016/1/31,Z302B0K5,0,0,0,0,0,0
2016/1/31,S301LMM1,0,0,0,0,0,0
2016/1/31,Z3015CCW,0,0,0,0,0,0
