date,serial_number,failure,smart_5_raw,smart_187_raw,smart_188_raw,smart_197_raw,smart_198_raw
2016-01-02,Z300WF3E,1,0.0,1.0,0.0,32.0,32.0
2016-01-02,Z300WGAW,1,0.0,0.0,0.0,24.0,24.0
2016-01-02,Z300GPY9,1,0.0,0.0,0.0,0.0,0.0
2016-01-02,Z304HT8H,1,0.0,0.0,0.0,0.0,0.0
2016-01-02,Z30054Q5,1,0.0,0.0,0.0,0.0,0.0
2016-01-02,Z300X7EZ,1,28.0,0.0,0.0,28.0,28.0
2016-01-02,Z300GPXH,0,0.0,0.0,0.0,0.0,0.0
2016-01-02,S300Z4ND,0,0.0,0.0,0.0,0.0,0.0
2016-01-02,W300BSKD,1,0.0,0.0,1.0,0.0,0.0
2016-01-02,S301146W,1,0.0,168.0,0.0,3128.0,3128.0
2016-01-02,Z300NK93,1,32.0,9.0,0.0,0.0,0.0
2016-01-02,S300Z41Q,0,0.0,0.0,0.0,0.0,0.0
2016-01-02,W300H36V,1,0.0,0.0,0.0,8.0,8.0
2016-01-02,Z3015KLM,0,0.0,0.0,0.0,0.0,0.0
2016-01-02,S3010LYH,0,0.0,0.0,0.0,0.0,0.0
2016-01-02,Z304GJ7S,0,0.0,0.0,0.0,0.0,0.0
2016-01-02,Z302C7KM,0,0.0,0.0,0.0,0.0,0.0
2016-01-02,S301LSHD,0,0.0,0.0,0.0,0.0,0.0
2016-01-02,Z3025RXN,0,0.0,0.0,0.0,0.0,0.0
2016-01-02,S300Z4JV,0,0.0,0.0,0.0,0.0,0.0
2016-01-02,Z304JPTC,0,0.0,0.0,0.0,0.0,0.0
2016-01-02,Z304GR9H,1,0.0,0.0,0.0,0.0,0.0
2016-01-02,Z300ZKAK,0,0.0,0.0,0.0,0.0,0.0
2016-01-03,W30068RN,1,0.0,0.0,0.0,0.0,0.0
2016-01-03,Z304K3X2,0,0.0,0.0,0.0,0.0,0.0
2016-01-03,Z304GR9H,1,0.0,0.0,0.0,0.0,0.0
2016-01-03,Z3015CR3,1,0.0,0.0,0.0,0.0,0.0
2016-01-03,Z300X7EZ,1,28.0,0.0,0.0,28.0,28.0
2016-01-03,Z3016SP1,1,0.0,0.0,0.0,24.0,24.0
2016-01-03,Z300P99L,1,0.0,0.0,0.0,8.0,8.0
2016-01-03,Z300GZ1N,1,0.0,0.0,0.0,0.0,0.0
2016-01-03,Z303RK24,1,1.0,65535.0,0.0,7.0,7.0
2016-01-03,S3007K7N,1,0.0,0.0,0.0,0.0,0.0
2016-01-03,W300D36Z,1,0.0,0.0,0.0,8.0,8.0
2016-01-03,W300BSKD,1,0.0,0.0,1.0,0.0,0.0
2016-01-03,Z300ZQYJ,1,400.0,0.0,0.0,32.0,32.0
2016-01-03,Z304JD7V,1,0.0,1.0,0.0,0.0,0.0
2016-01-03,Z3014A4S,1,0.0,0.0,0.0,8.0,8.0
2016-01-03,Z300NK93,1,32.0,9.0,0.0,0.0,0.0
2016-01-03,Z300WGAW,1,0.0,0.0,0.0,24.0,24.0
2016-01-03,Z3041L93,1,0.0,0.0,0.0,0.0,0.0
2016-01-03,W300H36V,1,0.0,0.0,0.0,8.0,8.0
2016-01-03,Z30054Q5,1,0.0,0.0,0.0,0.0,0.0
2016-01-03,Z304HT8H,1,0.0,0.0,0.0,0.0,0.0
2016-01-03,W300C8F6,1,0.0,3.0,4295032833.0,8.0,8.0
2016-01-03,Z3025K64,1,0.0,0.0,0.0,40.0,40.0
2016-01-03,S301PR5V,0,0.0,0.0,0.0,0.0,0.0
2016-01-03,S301G7S7,0,0.0,0.0,0.0,0.0,0.0
2016-01-03,Z304GCHT,0,0.0,0.0,0.0,0.0,0.0
2016-01-03,Z304JGAG,0,0.0,0.0,0.0,0.0,0.0
2016-01-03,Z30251X0,0,0.0,0.0,0.0,0.0,0.0
2016-01-03,Z304JAH4,0,0.0,0.0,0.0,0.0,0.0
2016-01-03,Z302AL5A,0,0.0,0.0,0.0,0.0,0.0
2016-01-03,Z3016PFK,0,0.0,0.0,0.0,0.0,0.0
2016-01-03,Z30252BT,0,0.0,0.0,0.0,0.0,0.0
2016-01-03,Z304JWN5,0,0.0,0.0,0.0,0.0,0.0
2016-01-03,Z30218KC,0,0.0,0.0,0.0,0.0,0.0
2016-01-04,Z300NK93,1,32.0,9.0,0.0,0.0,0.0
2016-01-04,S300XRCR,0,0.0,0.0,1.0,0.0,0.0
2016-01-04,Z3016SP1,1,0.0,0.0,0.0,24.0,24.0
2016-01-04,Z300P99L,1,0.0,0.0,0.0,8.0,8.0
2016-01-04,Z300GZ1N,1,0.0,0.0,0.0,0.0,0.0
2016-01-04,Z3014A4S,1,0.0,0.0,0.0,8.0,8.0
2016-01-04,Z3013TQV,1,0.0,0.0,0.0,0.0,0.0
2016-01-04,Z303RK24,1,1.0,65535.0,0.0,7.0,7.0
2016-01-04,Z3015CR3,1,0.0,0.0,0.0,0.0,0.0
2016-01-04,Z300X7EZ,1,28.0,0.0,0.0,28.0,28.0
2016-01-04,Z304JD7V,1,8.0,4.0,0.0,0.0,0.0
2016-01-04,Z300XE6A,1,0.0,0.0,0.0,0.0,0.0
2016-01-04,W300D36Z,1,0.0,0.0,0.0,8.0,8.0
2016-01-04,W300BSKD,1,0.0,0.0,1.0,0.0,0.0
2016-01-04,W300C8F6,1,0.0,3.0,4295032833.0,8.0,8.0
2016-01-04,Z304KC3L,0,0.0,0.0,0.0,0.0,0.0
2016-01-04,W30068RN,1,0.0,0.0,0.0,0.0,0.0
2016-01-04,W300H36V,1,0.0,0.0,0.0,8.0,8.0
2016-01-04,Z300ZQYJ,1,400.0,0.0,0.0,32.0,32.0
2016-01-04,Z3041L93,1,0.0,0.0,0.0,0.0,0.0
2016-01-04,Z300WGAW,1,0.0,0.0,0.0,24.0,24.0
2016-01-04,S3007K7N,1,0.0,0.0,0.0,0.0,0.0
2016-01-04,Z304HT8H,1,0.0,0.0,0.0,0.0,0.0
2016-01-04,Z300JDMA,0,0.0,0.0,0.0,0.0,0.0
2016-01-04,Z304HZ67,0,0.0,0.0,0.0,0.0,0.0
2016-01-04,Z300GZBW,0,0.0,0.0,0.0,0.0,0.0
2016-01-04,Z3016LTZ,0,0.0,0.0,0.0,0.0,0.0
2016-01-04,Z302SW4R,0,0.0,0.0,0.0,0.0,0.0
2016-01-04,Z30149VT,0,0.0,0.0,0.0,0.0,0.0
2016-01-04,Z302AL93,0,0.0,0.0,0.0,0.0,0.0
2016-01-04,Z305AQK6,0,0.0,0.0,0.0,0.0,0.0
2016-01-04,Z30149QF,0,0.0,0.0,0.0,0.0,0.0
2016-01-04,Z304MFV5,0,0.0,0.0,0.0,0.0,0.0
2016-01-04,Z304GR9H,1,0.0,0.0,0.0,0.0,0.0
2016-01-04,S300Z5MK,0,0.0,0.0,0.0,0.0,0.0
2016-01-04,Z3014NQA,0,0.0,0.0,63.0,0.0,0.0
2016-01-04,W300BHXM,0,0.0,0.0,0.0,0.0,0.0
2016-01-04,Z304GEJT,0,0.0,0.0,0.0,0.0,0.0
2016-01-04,Z302T7Q8,0,0.0,0.0,0.0,0.0,0.0
2016-01-05,Z300ZQYJ,1,400.0,0.0,0.0,32.0,32.0
2016-01-05,W300H36V,1,0.0,0.0,0.0,8.0,8.0
2016-01-05,Z300P99L,1,0.0,0.0,0.0,8.0,8.0
2016-01-05,Z300GZ1N,1,0.0,0.0,0.0,0.0,0.0
2016-01-05,Z303RK24,1,1.0,65535.0,0.0,7.0,7.0
2016-01-05,W30068RN,1,0.0,0.0,0.0,0.0,0.0
2016-01-05,Z302FZTY,1,0.0,0.0,0.0,8.0,8.0
2016-01-05,Z3041L93,1,0.0,0.0,0.0,0.0,0.0
2016-01-05,Z300WGAW,1,0.0,0.0,0.0,32.0,32.0
2016-01-05,Z300NK93,1,32.0,9.0,0.0,0.0,0.0
2016-01-05,W300BSKD,1,0.0,0.0,1.0,0.0,0.0
2016-01-05,Z300XE6A,1,0.0,0.0,0.0,0.0,0.0
2016-01-05,W300D36Z,1,0.0,0.0,0.0,8.0,8.0
2016-01-05,Z300X7EZ,1,28.0,0.0,0.0,28.0,28.0
2016-01-05,W300C8F6,1,0.0,3.0,4295032833.0,8.0,8.0
2016-01-05,Z3015CR3,1,0.0,0.0,0.0,0.0,0.0
2016-01-05,Z304HT8H,1,0.0,0.0,0.0,0.0,0.0
2016-01-05,Z3013TQV,1,0.0,0.0,0.0,0.0,0.0
2016-01-05,S301GMCD,0,0.0,0.0,0.0,0.0,0.0
2016-01-05,Z300J9KA,0,0.0,0.0,0.0,0.0,0.0
2016-01-05,Z3016SP1,1,0.0,0.0,0.0,24.0,24.0
2016-01-05,S300Z4A2,0,0.0,0.0,0.0,0.0,0.0
2016-01-05,Z30149L1,0,0.0,0.0,4295032833.0,0.0,0.0
2016-01-05,S300ZQTP,0,0.0,0.0,0.0,0.0,0.0
2016-01-05,Z300ZT4C,0,0.0,0.0,1.0,0.0,0.0
2016-01-05,Z304HTPB,0,0.0,0.0,0.0,0.0,0.0
2016-01-05,Z300GPL0,0,0.0,0.0,0.0,0.0,0.0
2016-01-05,Z3014A4S,1,0.0,0.0,0.0,8.0,8.0
2016-01-05,Z302FZF6,0,0.0,0.0,0.0,0.0,0.0
2016-01-05,S300ZQVL,0,0.0,0.0,0.0,0.0,0.0
2016-01-05,S3010LA4,0,0.0,0.0,0.0,0.0,0.0
2016-01-05,Z3015CDE,0,0.0,0.0,0.0,0.0,0.0
2016-01-05,S300YT9W,0,0.0,0.0,0.0,0.0,0.0
2016-01-05,Z304KC30,0,0.0,0.0,0.0,0.0,0.0
2016-01-05,W300BFJE,0,0.0,0.0,0.0,0.0,0.0
2016-01-05,Z304JW1T,0,0.0,0.0,0.0,0.0,0.0
2016-01-05,Z304HS4F,0,0.0,0.0,0.0,0.0,0.0
2016-01-05,Z304GR9H,1,0.0,18.0,0.0,8.0,8.0
2016-01-05,Z300P92E,0,0.0,0.0,0.0,0.0,0.0
2016-01-06,Z300WGAW,1,0.0,0.0,0.0,32.0,32.0
2016-01-06,Z300GPH9,1,0.0,0.0,0.0,24.0,24.0
2016-01-06,Z302FZTY,1,0.0,0.0,0.0,8.0,8.0
2016-01-06,Z300XE6A,1,0.0,0.0,0.0,0.0,0.0
2016-01-06,W300C8F6,1,0.0,3.0,4295032833.0,8.0,8.0
2016-01-06,Z300ZQYJ,1,408.0,0.0,0.0,32.0,32.0
2016-01-06,Z302AKVJ,1,0.0,0.0,0.0,0.0,0.0
2016-01-06,Z300NK93,1,32.0,9.0,0.0,0.0,0.0
2016-01-06,Z304HKF5,0,0.0,0.0,0.0,0.0,0.0
2016-01-06,Z303RK24,1,1.0,65535.0,0.0,7.0,7.0
2016-01-06,Z3041L93,1,0.0,0.0,0.0,0.0,0.0
2016-01-06,Z302G5F6,1,0.0,0.0,2.0,0.0,0.0
2016-01-06,W30068RN,1,0.0,0.0,0.0,0.0,0.0
2016-01-06,Z3029FG7,1,0.0,26.0,0.0,0.0,0.0
2016-01-06,Z304HT8H,1,0.0,0.0,0.0,0.0,0.0
2016-01-06,W300BSKD,1,0.0,0.0,1.0,0.0,0.0
2016-01-06,W300D36Z,1,0.0,0.0,0.0,8.0,8.0
2016-01-06,Z300X7EZ,1,28.0,0.0,0.0,28.0,28.0
2016-01-06,Z3015CR3,1,0.0,0.0,0.0,0.0,0.0
2016-01-06,W300H36V,1,0.0,0.0,0.0,24.0,24.0
2016-01-06,Z300GZ1N,1,0.0,0.0,0.0,0.0,0.0
2016-01-06,Z300P99L,1,0.0,0.0,0.0,8.0,8.0
2016-01-06,Z3016SP1,1,0.0,0.0,0.0,24.0,24.0
2016-01-06,S300Z7JG,0,0.0,0.0,0.0,0.0,0.0
2016-01-06,Z304JY7Q,0,0.0,0.0,0.0,0.0,0.0
2016-01-06,Z300V7QB,0,0.0,0.0,0.0,0.0,0.0
2016-01-06,W3005T2A,0,0.0,0.0,0.0,0.0,0.0
2016-01-06,Z3013TQV,1,0.0,0.0,0.0,0.0,0.0
2016-01-06,Z3025XWS,0,0.0,0.0,0.0,0.0,0.0
2016-01-06,Z305DEXZ,0,0.0,0.0,0.0,0.0,0.0
2016-01-06,Z3016MTZ,0,0.0,0.0,0.0,0.0,0.0
2016-01-06,Z302AJZP,0,0.0,0.0,0.0,0.0,0.0
2016-01-06,Z302DJKT,0,0.0,0.0,0.0,0.0,0.0
2016-01-06,Z304GR9H,1,0.0,18.0,0.0,8.0,8.0
2016-01-06,Z300PMK8,1,0.0,0.0,0.0,0.0,0.0
2016-01-06,Z3014A4S,1,0.0,0.0,0.0,16.0,16.0
2016-01-07,Z300WKCW,0,0.0,0.0,0.0,0.0,0.0
2016-01-07,Z304JW7T,0,0.0,0.0,0.0,0.0,0.0
2016-01-07,W300BNCT,0,0.0,0.0,1.0,0.0,0.0
2016-01-07,Z3013EBE,0,0.0,0.0,1.0,0.0,0.0
2016-01-07,S300Z6A6,0,0.0,0.0,0.0,0.0,0.0
2016-01-07,Z304JG8Y,0,0.0,0.0,0.0,0.0,0.0
2016-01-07,Z3015XLJ,0,0.0,0.0,0.0,0.0,0.0
2016-01-07,Z300PAJ8,0,0.0,0.0,0.0,0.0,0.0
2016-01-07,Z300PMK8,1,0.0,0.0,0.0,0.0,0.0
2016-01-07,Z3013TQV,1,0.0,0.0,0.0,0.0,0.0
2016-01-07,Z3016SP1,1,0.0,0.0,0.0,24.0,24.0
2016-01-07,Z300P99L,1,0.0,0.0,0.0,16.0,16.0
2016-01-07,Z300GPH9,1,0.0,0.0,0.0,24.0,24.0
2016-01-07,Z302FZTY,1,0.0,0.0,0.0,8.0,8.0
2016-01-07,Z300XE6A,1,0.0,0.0,0.0,0.0,0.0
2016-01-07,Z300ZQYJ,1,408.0,0.0,0.0,32.0,32.0
2016-01-07,Z302AKVJ,1,0.0,0.0,0.0,0.0,0.0
2016-01-07,Z300NK93,1,32.0,9.0,0.0,0.0,0.0
2016-01-07,Z304GR9H,1,0.0,18.0,0.0,8.0,8.0
2016-01-07,W300H36V,1,0.0,0.0,0.0,24.0,24.0
2016-01-07,Z302G5F6,1,0.0,0.0,2.0,0.0,0.0
2016-01-07,W30068RN,1,0.0,0.0,0.0,16.0,16.0
2016-01-07,Z3029FG7,1,0.0,26.0,0.0,0.0,0.0
2016-01-07,Z304HT8H,1,0.0,0.0,0.0,0.0,0.0
2016-01-07,W300D36Z,1,0.0,0.0,0.0,8.0,8.0
2016-01-07,Z3014A4S,1,0.0,0.0,0.0,16.0,16.0
2016-01-07,S3010LBP,0,0.0,0.0,0.0,0.0,0.0
2016-01-07,Z3041L93,1,0.0,0.0,0.0,0.0,0.0
2016-01-07,Z304QPCJ,0,0.0,0.0,0.0,0.0,0.0
2016-01-07,S300XAVM,0,0.0,0.0,0.0,0.0,0.0
2016-01-08,S300YHNC,0,0.0,0.0,0.0,0.0,0.0
2016-01-08,Z300XE6A,1,0.0,0.0,0.0,0.0,0.0
2016-01-08,Z304JW0M,0,0.0,0.0,0.0,0.0,0.0
2016-01-08,Z300GPH9,1,0.0,0.0,0.0,24.0,24.0
2016-01-08,Z3029GDB,0,0.0,0.0,0.0,0.0,0.0
2016-01-08,Z302AB82,0,0.0,0.0,0.0,0.0,0.0
2016-01-08,Z3016R9W,1,0.0,0.0,0.0,0.0,0.0
2016-01-08,Z3029B22,0,0.0,0.0,0.0,0.0,0.0
2016-01-08,Z3016SP1,1,0.0,0.0,0.0,24.0,24.0
2016-01-08,Z300PMK8,1,0.0,0.0,0.0,0.0,0.0
2016-01-08,Z304GR9H,1,0.0,18.0,0.0,8.0,8.0
2016-01-08,Z3015LMQ,0,0.0,0.0,0.0,0.0,0.0
2016-01-08,Z303XY93,0,0.0,0.0,0.0,0.0,0.0
2016-01-08,Z300P86K,0,0.0,0.0,0.0,0.0,0.0
2016-01-08,Z303TR72,0,0.0,0.0,0.0,0.0,0.0
2016-01-08,Z300P99L,1,0.0,0.0,0.0,32.0,32.0
2016-01-08,Z301D36Z,0,0.0,0.0,0.0,0.0,0.0
2016-01-08,Z302FZTY,1,0.0,0.0,0.0,8.0,8.0
2016-01-08,Z3041L93,1,0.0,0.0,0.0,0.0,0.0
2016-01-08,Z3014A4S,1,0.0,0.0,0.0,32.0,32.0
2016-01-08,Z3013TQV,1,0.0,0.0,0.0,0.0,0.0
2016-01-08,W300D36Z,1,0.0,6.0,0.0,0.0,0.0
2016-01-08,Z302AKVJ,1,0.0,0.0,0.0,0.0,0.0
2016-01-08,Z3015L2L,0,0.0,0.0,0.0,0.0,0.0
2016-01-08,W3004YVY,0,0.0,0.0,0.0,0.0,0.0
2016-01-08,Z3029FG7,1,0.0,26.0,0.0,0.0,0.0
2016-01-08,Z304RP5Q,0,0.0,0.0,0.0,0.0,0.0
2016-01-08,Z300KCMM,1,0.0,0.0,0.0,8.0,8.0
2016-01-08,Z3016PDJ,0,0.0,0.0,1.0,0.0,0.0
2016-01-08,W30068RN,1,0.0,0.0,0.0,40.0,40.0
2016-01-08,W300H36V,1,0.0,0.0,0.0,64.0,64.0
2016-01-08,Z302G5F6,1,0.0,0.0,2.0,0.0,0.0
2016-01-08,Z3014L5M,0,0.0,0.0,0.0,0.0,0.0
2016-01-09,Z302F3WR,0,0.0,0.0,0.0,0.0,0.0
2016-01-09,Z302FZTY,1,0.0,0.0,0.0,8.0,8.0
2016-01-09,Z300GPH9,1,0.0,0.0,0.0,16.0,16.0
2016-01-09,Z302B0CS,0,0.0,0.0,2.0,0.0,0.0
2016-01-09,S300Z67T,0,0.0,0.0,0.0,0.0,0.0
2016-01-09,Z300PMK8,1,0.0,0.0,0.0,0.0,0.0
2016-01-09,Z302711D,0,0.0,0.0,0.0,0.0,0.0
2016-01-09,S301NB70,0,0.0,0.0,0.0,0.0,0.0
2016-01-09,S300XCS9,0,0.0,0.0,0.0,0.0,0.0
2016-01-09,Z3014PCA,0,0.0,0.0,2.0,0.0,0.0
2016-01-09,Z300XE6A,1,0.0,0.0,0.0,0.0,0.0
2016-01-09,Z302SZEX,0,0.0,0.0,0.0,0.0,0.0
2016-01-09,Z300ZRY4,0,0.0,0.0,0.0,0.0,0.0
2016-01-09,Z3016SP1,1,0.0,0.0,0.0,24.0,24.0
2016-01-09,Z3016R9W,1,0.0,0.0,0.0,0.0,0.0
2016-01-09,Z300P99L,1,0.0,0.0,0.0,32.0,32.0
2016-01-09,Z3041L93,1,0.0,0.0,0.0,0.0,0.0
2016-01-09,Z304HZSY,0,0.0,0.0,0.0,0.0,0.0
2016-01-09,Z302AKVJ,1,0.0,0.0,0.0,0.0,0.0
2016-01-09,S300XLNF,0,0.0,0.0,0.0,0.0,0.0
2016-01-09,Z3011WVD,0,0.0,0.0,0.0,0.0,0.0
2016-01-09,Z30428D4,0,0.0,0.0,0.0,0.0,0.0
2016-01-09,Z3023V3Q,0,0.0,0.0,0.0,0.0,0.0
2016-01-09,Z3013TQV,1,0.0,0.0,0.0,0.0,0.0
2016-01-09,Z3029FG7,1,0.0,26.0,0.0,0.0,0.0
2016-01-09,Z3014A4S,1,0.0,0.0,0.0,32.0,32.0
2016-01-09,W30068RN,1,0.0,0.0,0.0,40.0,40.0
2016-01-09,S300Z790,0,0.0,0.0,0.0,0.0,0.0
2016-01-09,Z303YWDE,0,0.0,0.0,0.0,0.0,0.0
2016-01-09,Z302G5F6,1,0.0,0.0,2.0,0.0,0.0
2016-01-09,Z300KCMM,1,0.0,0.0,0.0,8.0,8.0
2016-01-09,W300J39D,0,0.0,0.0,0.0,0.0,0.0
2016-01-10,Z300ZV7T,0,0.0,0.0,0.0,0.0,0.0
2016-01-10,Z302FZTY,1,0.0,0.0,0.0,8.0,8.0
2016-01-10,Z3041L93,1,0.0,6.0,0.0,0.0,0.0
2016-01-10,Z3014PLJ,0,0.0,0.0,0.0,0.0,0.0
2016-01-10,Z302AKVJ,1,0.0,0.0,0.0,0.0,0.0
2016-01-10,Z300XE6A,1,0.0,0.0,0.0,0.0,0.0
2016-01-10,Z300PMK8,1,0.0,0.0,0.0,0.0,0.0
2016-01-10,Z3016R9W,1,0.0,0.0,0.0,0.0,0.0
2016-01-10,Z302G5F6,1,0.0,0.0,2.0,0.0,0.0
2016-01-10,Z302SHV6,0,0.0,0.0,0.0,0.0,0.0
2016-01-10,Z3016SP1,1,0.0,0.0,0.0,24.0,24.0
2016-01-10,S301KX6B,0,0.0,0.0,0.0,0.0,0.0
2016-01-10,W300BNW1,1,0.0,0.0,0.0,0.0,0.0
2016-01-10,Z30271VC,0,0.0,0.0,0.0,0.0,0.0
2016-01-10,W30068RN,1,0.0,0.0,0.0,40.0,40.0
2016-01-10,Z300P99L,1,0.0,0.0,0.0,32.0,32.0
2016-01-10,Z303XYCL,0,0.0,0.0,0.0,0.0,0.0
2016-01-10,Z300GPH9,1,0.0,0.0,0.0,16.0,16.0
2016-01-10,Z300PC35,0,0.0,0.0,0.0,0.0,0.0
2016-01-10,Z302SWMX,0,0.0,0.0,0.0,0.0,0.0
2016-01-10,Z300ZST1,1,0.0,0.0,1.0,0.0,0.0
2016-01-10,Z3014A4S,1,32.0,0.0,0.0,72.0,72.0
2016-01-10,Z3013TQV,1,0.0,0.0,0.0,0.0,0.0
2016-01-10,Z30250PH,0,0.0,0.0,0.0,0.0,0.0
2016-01-10,Z300KCMM,1,0.0,0.0,0.0,16.0,16.0
2016-01-10,Z30177ZE,1,0.0,0.0,0.0,0.0,0.0
2016-01-10,Z3027RP8,0,0.0,0.0,0.0,0.0,0.0
2016-01-10,Z3014P58,1,0.0,0.0,16.0,0.0,0.0
2016-01-10,Z3029FG7,1,0.0,26.0,0.0,0.0,0.0
2016-01-10,Z300ZRW9,0,0.0,0.0,3.0,0.0,0.0
2016-01-10,Z302511Z,1,0.0,0.0,0.0,0.0,0.0
2016-01-10,S300ZB64,0,0.0,0.0,0.0,0.0,0.0
2016-01-10,Z300X9B0,0,0.0,0.0,0.0,0.0,0.0
2016-01-11,Z302G5F6,1,0.0,0.0,2.0,0.0,0.0
2016-01-11,Z300KCMM,1,0.0,0.0,0.0,16.0,16.0
2016-01-11,Z302AKVJ,1,0.0,0.0,0.0,16.0,16.0
2016-01-11,S30117BB,0,0.0,0.0,0.0,0.0,0.0
2016-01-11,Z303ZWQS,1,0.0,12.0,0.0,0.0,0.0
2016-01-11,S301MGQK,0,0.0,0.0,0.0,0.0,0.0
2016-01-11,W300BNW1,1,0.0,0.0,0.0,0.0,0.0
2016-01-11,S30116WE,0,0.0,0.0,0.0,0.0,0.0
2016-01-11,Z302FZTY,1,0.0,0.0,0.0,8.0,8.0
2016-01-11,Z302SZLR,0,0.0,0.0,0.0,0.0,0.0
2016-01-11,Z300GPH9,1,0.0,0.0,0.0,16.0,16.0
2016-01-11,Z300PMK8,1,0.0,0.0,0.0,0.0,0.0
2016-01-11,Z304JWPH,0,0.0,0.0,0.0,0.0,0.0
2016-01-11,S301K0VF,0,0.0,0.0,0.0,0.0,0.0
2016-01-11,Z3015HXB,0,0.0,0.0,0.0,0.0,0.0
2016-01-11,Z3016R9W,1,0.0,0.0,0.0,0.0,0.0
2016-01-11,Z302511Z,1,0.0,0.0,0.0,0.0,0.0
2016-01-11,Z300XE6A,1,0.0,0.0,0.0,0.0,0.0
2016-01-11,Z3029FG7,1,0.0,26.0,0.0,0.0,0.0
2016-01-11,Z302AL5N,0,0.0,0.0,0.0,0.0,0.0
2016-01-11,Z30259LW,0,0.0,0.0,0.0,0.0,0.0
2016-01-11,Z3014P58,1,0.0,0.0,16.0,0.0,0.0
2016-01-11,Z30177ZE,1,0.0,0.0,0.0,8.0,8.0
2016-01-11,Z3013TQV,1,0.0,0.0,0.0,0.0,0.0
2016-01-11,Z3029H48,0,0.0,0.0,0.0,0.0,0.0
2016-01-11,Z305CKT9,0,0.0,0.0,0.0,0.0,0.0
